gene	entrezgene	name	PC1
SLC15A2	6565	solute carrier family 15 member 2	0.0872331691792169
RNA5SP425	100873676	RNA, 5S ribosomal pseudogene 425	0.0869458820889147
TSC22D2	9819	TSC22 domain family member 2	0.0865284063843909
MIR223	407008	microRNA 223	0.0862163149075512
PPM1D	8493	protein phosphatase, Mg2+/Mn2+ dependent 1D	0.0858613914958821
TIA1	7072	TIA1 cytotoxic granule associated RNA binding protein	0.0848417270507344
CISH	1154	cytokine inducible SH2 containing protein	0.0825342237326839
MIR15A	406948	microRNA 15a	0.0824563897050143
MMP24-AS1			0.0820201985722662
CCR2	729230	C-C motif chemokine receptor 2	0.0817376076232239
GIMAP8	155038	GTPase, IMAP family member 8	0.0810459344174369
RP11-809N8.4			0.0807367864287173
EBLN2	55096	endogenous Bornavirus like nucleoprotein 2	0.0800504373710387
INTS7	25896	integrator complex subunit 7	0.0796209803714219
SNAPC3	6619	small nuclear RNA activating complex polypeptide 3	0.0786459608243934
NRBF2	29982	nuclear receptor binding factor 2	0.0785637183450457
MS4A14	84689	membrane spanning 4-domains A14	0.0784999519940129
FAM118B	79607	family with sequence similarity 118 member B	0.0779746392016903
GPR141	353345	G protein-coupled receptor 141	0.0775748395795103
SLFN11	91607	schlafen family member 11	0.0770418516465964
EAF2	55840	ELL associated factor 2	0.0765202326614816
SERAC1	84947	serine active site containing 1	0.0763819008310471
NABP1	64859	nucleic acid binding protein 1	0.0763584717517006
LOC100128751			0.075302187989831
FBXO9	26268	F-box protein 9	0.0752827647300096
CASP4	837	caspase 4	0.0752083725267802
MLKL	197259	mixed lineage kinase domain like pseudokinase	0.074981375456916
ZNF594	84622	zinc finger protein 594	0.0749129483434855
FASLG	356	Fas ligand	0.0748053494900205
LOC100506458			0.0747686808510278
DLEU2	8847	deleted in lymphocytic leukemia 2 (non-protein coding)	0.0746344182586527
TAF1A	9015	TATA-box binding protein associated factor, RNA polymerase I subunit A	0.0745816408025188
MIR4263	100422965	microRNA 4263	0.0740556474904912
BRD8	10902	bromodomain containing 8	0.0735801416010308
LOC727896	727896	cysteine and histidine rich domain containing 1 pseudogene	0.0734179759516356
BUD13	84811	BUD13 homolog	0.0733127659131975
MOSPD2	158747	motile sperm domain containing 2	0.0731282408217346
TAS2R4	50832	taste 2 receptor member 4	0.0730361603318841
NFE2	4778	nuclear factor, erythroid 2	0.0726111038536047
MIR4748	100616425	microRNA 4748	0.0725071802610527
RIPK3	11035	receptor interacting serine/threonine kinase 3	0.0722953555675556
HRH4	59340	histamine receptor H4	0.0718620376799326
PHF23	79142	PHD finger protein 23	0.0717687065415134
NQO2	4835	N-ribosyldihydronicotinamide:quinone reductase 2	0.0715122208106908
RP5-1091N2.9			0.0713774032929533
SLFN12	55106	schlafen family member 12	0.070918724502012
GIMAP7	168537	GTPase, IMAP family member 7	0.0706431175687041
ZNF780A	284323	zinc finger protein 780A	0.0705442939855832
MIR4677	100616343	microRNA 4677	0.0704096382272226
GOLPH3L	55204	golgi phosphoprotein 3 like	0.0703806758665907
RNU6-892P	106481460	RNA, U6 small nuclear 892, pseudogene	0.0701950496844313
ZNF2	7549	zinc finger protein 2	0.0701804659647131
STX6	10228	syntaxin 6	0.0701781761493804
AP006621.6			0.0700433706429222
HAL	3034	histidine ammonia-lyase	0.0700358672227248
C14orf119	55017	chromosome 14 open reading frame 119	0.0698310792177212
LINC00894	100272228	long intergenic non-protein coding RNA 894	0.0696847346546195
TRDJ4	28519	T cell receptor delta joining 4	0.0690800586982672
APAF1	317	apoptotic peptidase activating factor 1	0.0686206859123212
TMEM144	55314	transmembrane protein 144	0.0685685070864708
TBC1D2	55357	TBC1 domain family member 2	0.068531166509419
CENPBD1	92806	CENPB DNA-binding domain containing 1	0.0681411562470603
RCBTB2	1102	RCC1 and BTB domain containing protein 2	0.0677370382976119
AC017002.2			0.0675622404164937
RNU2-58P	106481652	RNA, U2 small nuclear 58, pseudogene	0.0675184548235791
LINC00294	283267	long intergenic non-protein coding RNA 294	0.067498937780715
C11orf73			0.0669592600462269
ZNF785	146540	zinc finger protein 785	0.0668954586591241
FUT11	170384	fucosyltransferase 11	0.0668593499508015
EXOSC4	54512	exosome component 4	0.066805000080568
ZKSCAN4	387032	zinc finger with KRAB and SCAN domains 4	0.0666611904829155
RNU6-1053P	106481513	RNA, U6 small nuclear 1053, pseudogene	0.0666202516436671
HSD17B7P2	158160	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	0.0665731284329054
RNU6-482P	106481332	RNA, U6 small nuclear 482, pseudogene	0.0665601068698322
SRD5A1	6715	steroid 5 alpha-reductase 1	0.0664562265818894
RP11-356N1.2			0.0662273979809123
RP11-589M4.1			0.0659716947929077
RNU6-196P	106481238	RNA, U6 small nuclear 196, pseudogene	0.0657444850964581
WSB1	26118	WD repeat and SOCS box containing 1	0.0655885402193943
RP11-14I17.2			0.0654682064222892
AC108004.3			0.0652493512582072
RNU6-1005P	106481497	RNA, U6 small nuclear 1005, pseudogene	0.0651981531496841
RNU6-177P	106481232	RNA, U6 small nuclear 177, pseudogene	0.0651268258740944
LINC00622	644242	long intergenic non-protein coding RNA 622	0.0649360012776588
RNU6-130P	106481218	RNA, U6 small nuclear 130, pseudogene	0.0649064986738079
C18orf54	162681	chromosome 18 open reading frame 54	0.0648152394600761
ZNF613	79898	zinc finger protein 613	0.0646027152451906
CLDN12	9069	claudin 12	0.06445541096755
FKBP15	23307	FK506 binding protein 15	0.064203209620891
MSANTD2	79684	Myb/SANT DNA binding domain containing 2	0.0640555070969966
GIMAP2	26157	GTPase, IMAP family member 2	0.0639966912859518
SLC37A2	219855	solute carrier family 37 member 2	0.0638804209775041
CTA-797E19.1			0.0637900223604271
SNORA16B	692157	small nucleolar RNA, H/ACA box 16B	0.0637743795188096
TAS2R5	54429	taste 2 receptor member 5	0.0635638614192556
LOC100507079			0.0632228964102995
C17orf80	55028	chromosome 17 open reading frame 80	0.0630275043472496
NAGK	55577	N-acetylglucosamine kinase	0.0629213878060799
ARHGAP26-IT1	100874372	ARHGAP26 intronic transcript 1	0.0628501038082197
RNU6-1231P	106480104	RNA, U6 small nuclear 1231, pseudogene	0.0627976719823927
MIR4534	100616146	microRNA 4534	0.0627488695368885
RNU6-316P	106481279	RNA, U6 small nuclear 316, pseudogene	0.062612819338255
PHTF1	10745	putative homeodomain transcription factor 1	0.0625438815738706
INPP1	3628	inositol polyphosphate-1-phosphatase	0.0619452903462909
FBXO48	554251	F-box protein 48	0.0618547356080774
TMEM150B	284417	transmembrane protein 150B	0.0615716720808957
STX3	6809	syntaxin 3	0.0614887651480358
S100PBP	64766	S100P binding protein	0.0614498638534353
FAM43A	131583	family with sequence similarity 43 member A	0.0614421952887669
DOCK5	80005	dedicator of cytokinesis 5	0.0612994072618609
CD38	952	CD38 molecule	0.0611340219667034
MIR340	442908	microRNA 340	0.0610855100983414
DPAGT1	1798	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	0.0609873338103943
FAM214B	80256	family with sequence similarity 214 member B	0.0609286835626487
PADI2	11240	peptidyl arginine deiminase 2	0.0607542933810018
KIAA1279			0.0607244861441357
HGF	3082	hepatocyte growth factor	0.06060399119188
RP1-55C23.7			0.0604590143017641
C21orf91-OT1	246312	C21orf91 overlapping transcript 1	0.0603617942357689
LOC100508227			0.0603501179208445
FP6628			0.0601680409179944
RP11-141B14.1			0.0601496822153812
